NroSeq;NfDatEmis;NfNumero;NfForCod;MunNom;TraBairro;ItemNumSeq;ItemProCod;ProNom;ItemQtdade;ProVlrPreco;ProVlrPLiq;ProNomEmbEstoque
1371;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;8;15937;BEB LACTEA SANTA CLARA MORANGO SACO 1L;1;6,49;1000;SCO
1372;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;9;1048;BEB LACTEA UNI BABY MORANGO COCO BJA 510G;1;4,62;510;BJA
1373;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;10;15935;BEB LACTEA SANTA CLARA COCO SACO 1L;1;6,49;1000;SCO
1374;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;11;15937;BEB LACTEA SANTA CLARA MORANGO SACO 1L;1;6,49;1000;SCO
1375;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;12;1071;FRETE RANCHO 5KM;1;14,98;1000;UN
1376;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;13;14763;ACUCAR CRISTAL SANTA ISABEL PCT 5KG;1;22,98;5000;PCT
1377;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;14;5075;ARROZ RIO DO SOL BRANCO POLIDO TP1 5KG;1;31,98;5000;PCT
1378;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;15;5075;ARROZ RIO DO SOL BRANCO POLIDO TP1 5KG;1;31,98;5000;PCT
1379;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;16;13599;FARINHA TRIGO BONIELLA PREMIUM 5KG;1;24,98;5000;PCT
1380;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;17;17265;CREME DENTAL COLGATE BRANCO MPA 180G;1;9,29;180;UN
1381;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;18;32979;FARINHA TRIGO ORQUIDEA PAES TP1 5KG;1;21,98;5000;PCT
1382;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;19;60473;CHINELO HAV TOP PINK ELETRIC 35X36;1;32,99;100;PR
1383;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;20;32979;FARINHA TRIGO ORQUIDEA PAES TP1 5KG;1;21,98;5000;PCT
1384;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;21;13599;FARINHA TRIGO BONIELLA PREMIUM 5KG;1;24,98;5000;PCT
1385;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;22;33697;CERVEJA SPATEN MUNICH LATAO 473ML;12;5,49;473;LT
1386;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;23;10945;DETERG LIQ LIMPOL NEUTRO 500ML;1;2,99;500;FRS
1387;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;24;10813;DETERG LIQ LIMPOL LIMAO 500ML;1;2,99;500;UN
1388;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;25;10814;DETERG LIQ LIMPOL COCO 500ML;1;2,99;500;UN
1389;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;26;21585;DETERG LIQ ARIEL DILUIDO 700ML;1;17,79;700;UN
1390;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;27;16589;DESINF BRILHA SUL TALCO 2000ML;1;6,98;2000;UN
1391;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;28;2491;DESODORIZ SAN SANI ALL CITRICOS REFIL 35G;1;3,79;35;UN
1392;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;29;8061;SABAO PO OMO LAVAGEM PERF CAIXA 2200G RENDE 2700G;1;37,9;2200;CX
1393;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;30;42990;SABONETE PROTEX SUAVE 85G;1;4,49;85;UN
1394;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;31;47161;SABONETE PROTEX VITAMINA E 85G;1;4,49;85;UN
1395;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;32;42994;SABONETE PROTEX BALANCE SAUDAVEL 85G;1;4,49;85;UN
1396;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;33;47161;SABONETE PROTEX VITAMINA E 85G;1;4,49;85;UN
1397;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;34;44353;SABONETE PROTEX CREAM 85G;1;4,49;85;UN
1398;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;35;32906;PEDRA SANIT GLEID SANY BOUQUET LAVANDA 25G 25% DES;1;5,49;25;UN
1399;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;36;1194;AGUA SANIT AQUA FAST 5L;1;13,68;5000;UN
1400;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;37;6691;F MELAO ESPANHOL KG;1,154999971;6,94;1000;KG
1401;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;38;154;F MANGA ROSA KG;1,940000057;12,49;1000;KG
1402;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;39;154;F MANGA ROSA KG;2,079999924;12,49;1000;KG
1403;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;40;38027;F MELAO GALIA KG;2,335000038;13,89;1000;KG
1404;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;41;6675;F BATATA INGLESA ROSA GRAUDA KG;2,849999905;9,99;1000;KG
1405;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;42;6698;F MAMAO FORMOSA KG;1,090000033;7,79;1000;KG
1406;2024-01-02 00:00:00;633619;2219;FREDERICO WESTPHALEN;INTERIOR;43;848;F BATATA DOCE ROXA KG;5,304999828;4,99;1000;KG
1407;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;1;6797;PAO CACETINHO KG;0,653999984;13,99;1000;KG
