NroSeq;NfDatEmis;NfNumero;NfForCod;MunNom;TraBairro;ItemNumSeq;ItemProCod;ProNom;ItemQtdade;ProVlrPreco;ProVlrPLiq;ProNomEmbEstoque
532;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;43;20363;FERMENTO SAF INSTANT 125G;1;8,79;125;UN
533;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;44;61151;SUCO TRINK LIMONADA SUICA 15G;1;0,99;15;UN
534;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;45;38629;GELATINA OETKER ABACAXI 20G;1;2,3;20;CX
535;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;46;38630;GELATINA OETKER FRAMBOESA 20G;1;2,3;20;CX
536;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;47;13822;ERVA MATE REI VERDE TERERE ABACAXI 500G ***;1;8,99;500;PCT
537;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;48;803;FARINHA MILHO BEATRIZ MEDIA 1KG;1;4,98;1000;PCT
538;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;49;803;FARINHA MILHO BEATRIZ MEDIA 1KG;1;4,98;1000;PCT
539;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;50;803;FARINHA MILHO BEATRIZ MEDIA 1KG;1;4,98;1000;PCT
540;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;51;38212;GELATINA OETKER UVA 20G;1;2,3;20;CX
541;2024-01-02 00:00:00;631485;692;FREDERICO WESTPHALEN;INTERIOR;52;29455;ERVA MATE REALEZA S ACUCAR 1KG;1;15,99;1000;PCT
542;2024-01-02 00:00:00;631530;144;FREDERICO WESTPHALEN;INTERIOR;1;7065;SORVETE SKINABON ABACAXI FRANCES 2L;1;27,99;2000;PTE
543;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;1;11482;LIXA 3M 331Q P80;4;2,59;2;UN
544;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;2;29119;LEITE SANTA CLARA UHT INTEGRAL TAMPA ROSCA 1L;1;4,99;1000;TP
545;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;3;29119;LEITE SANTA CLARA UHT INTEGRAL TAMPA ROSCA 1L;35;4,99;1000;TP
546;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;4;3131;ESPONJA BETTANIN ESFREBON LV4 PG3 110X74X23;1;5,29;40;UN
547;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;5;26844;PRESUNTO LEBON COZIDO GRANEL KG;3,446000099;37,99;1000;KG
548;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;6;37122;PRESUNTO FRIMESA COZ S CAPA GORDURA FATIADO 500G;1;20,86;500;PCT
549;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;7;22208;CAFE IGUACU TRADICIONAL VACUO PCT 500G;1;17,49;500;PCT
550;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;8;22208;CAFE IGUACU TRADICIONAL VACUO PCT 500G;1;17,49;500;PCT
551;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;9;30550;LEITE AURORA UHT MID LIGHT DESNATADO 1LT;1;5,98;1000;TP
552;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;10;58746;MIST REQUEIJAO SANTA CLARA COM AMIDO BISNAGA 400G;1;11,99;400;BIS
553;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;11;58746;MIST REQUEIJAO SANTA CLARA COM AMIDO BISNAGA 400G;1;11,99;400;BIS
554;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;12;58746;MIST REQUEIJAO SANTA CLARA COM AMIDO BISNAGA 400G;1;11,99;400;BIS
555;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;13;22364;IOG FRIMESA TRADICIONAL INTEGRAL E MORANGO 165G;1;2,85;165;UN
556;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;14;22364;IOG FRIMESA TRADICIONAL INTEGRAL E MORANGO 165G;1;2,85;165;UN
557;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;15;22364;IOG FRIMESA TRADICIONAL INTEGRAL E MORANGO 165G;1;2,85;165;UN
558;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;18;23709;COADOR PAPEL BRIGITTA GRANDE 103 30 UND;1;7,39;120;CX
559;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;19;23709;COADOR PAPEL BRIGITTA GRANDE 103 30 UND;1;7,39;120;CX
560;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;20;58519;MARGARINA CREMOSY CSAL 1000G;1;8,76;1000;PTE
561;2024-01-02 00:00:00;631566;3392;FREDERICO WESTPHALEN;CENTRO;21;58519;MARGARINA CREMOSY CSAL 1000G;1;8,76;1000;PTE
562;2024-01-02 00:00:00;631611;30907;FREDERICO WESTPHALEN;CENTRO;1;30549;LEITE AURORA UHT INTEGRAL TAMPA ROSCA 1LT;144;5,29;1000;TP
563;2024-01-02 00:00:00;631611;30907;FREDERICO WESTPHALEN;CENTRO;2;24805;OLEO SOJA COAMO PET 900ML;100;6,99;900;PT
564;2024-01-02 00:00:00;631623;1358;FREDERICO WESTPHALEN;INTERIOR;1;6683;F BANANA PRATA KG;3,125;5,99;1000;KG
565;2024-01-02 00:00:00;631632;28985;FREDERICO WESTPHALEN;SANTO ANTONIO;1;6685;F LARANJA SUCO SOLTA KG;0,280000001;5,89;1000;KG
566;2024-01-02 00:00:00;631632;28985;FREDERICO WESTPHALEN;SANTO ANTONIO;2;168;F MACA NACIONAL GALA KG;0,319999993;11,79;1000;KG
567;2024-01-02 00:00:00;631632;28985;FREDERICO WESTPHALEN;SANTO ANTONIO;3;1048;BEB LACTEA UNI BABY MORANGO COCO BJA 510G;1;4,62;510;BJA
568;2024-01-02 00:00:00;631632;28985;FREDERICO WESTPHALEN;SANTO ANTONIO;4;53376;SANDUICHE SALAME KG;0,136000007;33,98;1000;KG
569;2024-01-02 00:00:00;631632;28985;FREDERICO WESTPHALEN;SANTO ANTONIO;6;6684;F BANANA CATURRA KG;0,879999995;3,99;1000;KG
570;2024-01-02 00:00:00;631643;293;FREDERICO WESTPHALEN;INTERIOR;1;848;F BATATA DOCE ROXA KG;2,109999895;4,99;1000;KG
571;2024-01-02 00:00:00;631643;293;FREDERICO WESTPHALEN;INTERIOR;2;18216;BISC GERMANI SUZI CRACK TRADICIONAL 200G;1;4,29;200;PCT
572;2024-01-02 00:00:00;631643;293;FREDERICO WESTPHALEN;INTERIOR;3;6165;PAO AMANHECIDO KG;0,486000001;8,9;1000;KG
573;2024-01-02 00:00:00;631643;293;FREDERICO WESTPHALEN;INTERIOR;4;6165;PAO AMANHECIDO KG;0,43599999;8,9;1000;KG
574;2024-01-02 00:00:00;631643;293;FREDERICO WESTPHALEN;INTERIOR;5;698;FIGADO FRANGO PIOVESAN BJA 500G;1;4,15;500;BJA
575;2024-01-02 00:00:00;631643;293;FREDERICO WESTPHALEN;INTERIOR;6;44652;PE FRANGO PIOVESAN CONGELADO BJA 1KG;1;9,29;1000;BJA
576;2024-01-02 00:00:00;631653;20486;FREDERICO WESTPHALEN;CENTRO;1;26381;PAPEL HIG DUETTO NEUTRO FOLHA DUPLA 30M L12 P11;1;18,29;200;PCT
577;2024-01-02 00:00:00;631653;20486;FREDERICO WESTPHALEN;CENTRO;2;21816;PAPEL ALUMINIO VABENE 45CMX7,50M ***;1;5,49;100;UN
578;2024-01-02 00:00:00;631653;20486;FREDERICO WESTPHALEN;CENTRO;3;6675;F BATATA INGLESA ROSA GRAUDA KG;0,704999983;9,99;1000;KG
579;2024-01-02 00:00:00;631653;20486;FREDERICO WESTPHALEN;CENTRO;4;5531;SABAO PO OMO LAVAGEM PERFEITA 800G;1;17,98;800;CX
580;2024-01-02 00:00:00;631653;20486;FREDERICO WESTPHALEN;CENTRO;5;83;F ALFACE;1;2,99;100;UN
581;2024-01-02 00:00:00;631653;20486;FREDERICO WESTPHALEN;CENTRO;6;6797;PAO CACETINHO KG;0,360000014;13,99;1000;KG
582;2024-01-02 00:00:00;631665;35114;FREDERICO WESTPHALEN;CENTRO;1;6698;F MAMAO FORMOSA KG;1,205000043;7,79;1000;KG
583;2024-01-02 00:00:00;631665;35114;FREDERICO WESTPHALEN;CENTRO;2;63164;BISC ORQUIDEA MAIZENA 320G;1;7,19;320;PCT
584;2024-01-02 00:00:00;631665;35114;FREDERICO WESTPHALEN;CENTRO;3;1818;F ABACATE KG;0,425000012;7,69;1000;KG
585;2024-01-02 00:00:00;631665;35114;FREDERICO WESTPHALEN;CENTRO;4;6685;F LARANJA SUCO SOLTA KG;0,879999995;5,89;1000;KG
586;2024-01-02 00:00:00;631674;10760;FREDERICO WESTPHALEN;INTERIOR;1;8113;WAFER PARATI MINUETO MEGA CHOCOLATE 105G;1;2,79;105;UN
587;2024-01-02 00:00:00;631675;15658;FREDERICO WESTPHALEN;CENTRO;1;49697;AMACIANTE AQUA FAST CONCENTRADO ROSA ROMANCE 1L;1;17,59;1000;FRS
588;2024-01-02 00:00:00;631675;15658;FREDERICO WESTPHALEN;CENTRO;2;8839;DETERG LIQ YPE COCO 500ML;1;3,38;500;UN
589;2024-01-02 00:00:00;631675;15658;FREDERICO WESTPHALEN;CENTRO;3;6195;DETERG LIQ YPE NEUTRO 500ML;1;3,38;500;UN
590;2024-01-02 00:00:00;631675;15658;FREDERICO WESTPHALEN;CENTRO;4;15291;CREME DENTAL SORRISO FRESH PLUS MENTHOL IMPACT 90G;1;6,19;90;UN
591;2024-01-02 00:00:00;631675;15658;FREDERICO WESTPHALEN;CENTRO;5;12966;CREME DENTAL SORRISO FRESH PLUS HORTELA EXPLOS 90G;1;5,59;90;UN
592;2024-01-02 00:00:00;631675;15658;FREDERICO WESTPHALEN;CENTRO;6;8061;SABAO PO OMO LAVAGEM PERF CAIXA 2200G RENDE 2700G;1;37,9;2200;CX
593;2024-01-02 00:00:00;631682;29564;FREDERICO WESTPHALEN;CENTRO;1;6165;PAO AMANHECIDO KG;0,377999991;8,9;1000;KG
594;2024-01-02 00:00:00;631682;29564;FREDERICO WESTPHALEN;CENTRO;2;6165;PAO AMANHECIDO KG;0,533999979;8,9;1000;KG
595;2024-01-02 00:00:00;631682;29564;FREDERICO WESTPHALEN;CENTRO;3;39235;LEITE ELEGE UHT INTEGRAL TRADIC 3% GORD PET 1L;1;5,49;1000;PT
596;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;1;7;F TOMATE PAULISTA KG;1,375;6,69;1000;KG
597;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;2;110;F CEBOLA NACIONAL KG;0,839999974;7,69;1000;KG
598;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;3;6687;F PIMENTAO VERDE KG;0,204999998;9,99;1000;KG
599;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;6;39532;MORTADELA AURORA FRANGO PECA 400G;1;7,29;400;UN
600;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;7;893;NESCAU ACHOCOLATADO PO FATOR CRESCER SACHE 550G;1;14,59;550;SCH
601;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;8;30971;MASSA GRANO DURO ORQUIDEA SPAGHETTI 500G;1;6,99;500;PCT
602;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;9;19094;CAFE 3 CORACOES TRADICIONAL VACUO PCT 500G;1;19,39;500;PCT
603;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;10;61186;EXT TOM ELEFANTE TRADICIONAL POTE 300G;1;7,99;300;PTE
604;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;11;1593;MAIONESE SALADA SACHE 200G;1;3,98;200;SCH
605;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;12;51320;PATO GEL ADESIVO CITRUS REFIL 6 DISCOS;1;18,98;200;UN
606;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;13;21985;PASTILHA ADESIVA APLIK LAVANDA 10G;1;6,59;10;UN
607;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;14;5073;DETERG LIQ YPE GUARANA CLEAR CARE 500ML;1;3,38;500;UN
608;2024-01-02 00:00:00;631779;33229;FREDERICO WESTPHALEN;FATIMA;15;18862;LIMP UAU MULTI USO ACAO CLAREADORA 500ML;1;5,79;500;FRS
609;2024-01-02 00:00:00;631780;36508;FREDERICO WESTPHALEN;SANTO INACIO;2;6458;REFRIG COCA COLA DESC 2LT;1;10,59;2000;UN
610;2024-01-02 00:00:00;631809;2117;FREDERICO WESTPHALEN;INTERIOR;1;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
611;2024-01-02 00:00:00;631809;2117;FREDERICO WESTPHALEN;INTERIOR;2;3293;AGUA SANIT Q BOA 1L;1;4,53;1000;UN
612;2024-01-02 00:00:00;631809;2117;FREDERICO WESTPHALEN;INTERIOR;3;5576;ESPONJA ASSOLAN C 8UND 45G;1;3,38;45;PCT
613;2024-01-02 00:00:00;631809;2117;FREDERICO WESTPHALEN;INTERIOR;4;22997;FOSFORO GABOARDI LONGO FORNO FOGAO C200;1;4,59;200;CX
614;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;1;83;F ALFACE;1;2,99;100;UN
615;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;2;6684;F BANANA CATURRA KG;0,944999993;3,99;1000;KG
616;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;3;6717;F BROCOLI MOLHO;1;6,99;300;UN
617;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;4;53617;F ALHO VASSOLER ROXO 100G;1;4,99;100;PCT
618;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;5;43;F GENGIBRE KG;0,050000001;14,39;1000;KG
619;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;6;6695;F LARANJA DE UMBIGO KG;1,019999981;4,99;1000;KG
620;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;7;6700;F CENOURA SOLTA KG;0,610000014;4,29;1000;KG
621;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;8;6675;F BATATA INGLESA ROSA GRAUDA KG;1,330000043;9,99;1000;KG
622;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;9;26381;PAPEL HIG DUETTO NEUTRO FOLHA DUPLA 30M L12 P11;1;18,29;200;PCT
623;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;10;26981;BACON CERATO CRAIOVAC KG;0,172000006;42,99;1000;KG
624;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;11;19111;DOCE CREMOSO PETRY UVA PTE 400G;1;7,49;400;PTE
625;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;13;19167;LANCHE FRIMESA FATIADO 200G;1;5,4;200;PCT
626;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;14;27793;DOCE LEITE AUREA PTE 350G;1;5,49;350;PTE
627;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;15;5772;TOALHA PAPEL BOB FOLHA DUPLA 60FOLHAS 2 ROLOS;1;5,59;100;PCT
628;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;16;24214;MASSA PASTAMIA CASEIRA SPAGHETTI B1 BJA 400G;1;5,49;400;BJA
629;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;17;61964;FILE PEIXE RIO VIVO TILAPIA PCT 800G;1;44,99;800;PCT
630;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;20;39897;MOLHO FUGINI PREMIUM SACHE 300G;1;3,19;300;SCH
631;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;21;11360;MASSA ORQUIDEA OVOS PARAFUSO 500G;1;5,39;500;PCT
632;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;22;6093;PAINCO BRINCO DE OURO 500G;1;6,99;500;PCT
633;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;23;13102;ARROZ RIO DO SOL BRANCO POLIDO TP1 2KG;1;12,98;2000;PCT
634;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;24;62211;ACUCAR CRISTAL EUROCUCAR 2KG;1;9,69;2000;PCT
635;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;25;10123;ERVA MATE ALTO URUGUAI TRADIC EMB PLAST E PAPEL 1K;1;14,98;1000;PCT
636;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;26;63328;ESPONJA ASSOLAN 10% DESCONTO C 8UND 45G;1;3,19;45;PCT
637;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;27;3093;DETERG LIQ LIMPOL CRISTAL 500ML;1;2,99;500;UN
638;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;28;16596;LAVA ROUPA PO APYCE MULTI ACAO SACHE 1600KG;1;11,69;1600;SCH
639;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;29;3394;SACO LIXO TRASH INCOPAL 50LT 10UND;1;3,79;100;PCT
640;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;30;10946;DETERG LIQ LIMPOL MACA 500ML;1;2,99;500;UN
641;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;31;21522;LIMP GIRANDO SOL MULTIUSO ORIGINAL 500ML;1;4,89;500;FRS
642;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;32;7675;AGUA SANIT TAQ LIMPO 2L;1;7,69;2000;UN
643;2024-01-02 00:00:00;631844;21525;FREDERICO WESTPHALEN;ITAPAGE;33;39235;LEITE ELEGE UHT INTEGRAL TRADIC 3% GORD PET 1L;12;5,49;1000;PT
644;2024-01-02 00:00:00;631855;21525;FREDERICO WESTPHALEN;ITAPAGE;1;43;F GENGIBRE KG;0,07;14,39;1000;KG
645;2024-01-02 00:00:00;631855;21525;FREDERICO WESTPHALEN;ITAPAGE;3;13102;ARROZ RIO DO SOL BRANCO POLIDO TP1 2KG;1;12,98;2000;PCT
646;2024-01-02 00:00:00;631864;37999;FREDERICO WESTPHALEN;DISTRITO INDUSTRIAL;1;31081;BATATA FRITA PRINGLES ORIGINAL 104G;1;9,99;104;UN
647;2024-01-02 00:00:00;631864;37999;FREDERICO WESTPHALEN;DISTRITO INDUSTRIAL;2;56677;ENERGETICO MONSTER JUICE PACIFIC PUNCH LATA 473ML;1;11,59;250;LT
648;2024-01-02 00:00:00;631864;37999;FREDERICO WESTPHALEN;DISTRITO INDUSTRIAL;3;178;TRIDENT HORTELA MENTA 8G 5UND;1;2,59;9;UN
649;2024-01-02 00:00:00;631864;37999;FREDERICO WESTPHALEN;DISTRITO INDUSTRIAL;4;58906;ENERGETICO BALY CITRUS LATA 473ML;1;6,59;473;LT
650;2024-01-02 00:00:00;631871;25362;FREDERICO WESTPHALEN;INTERIOR;1;38923;REFRIG COCA COLA PET RETORNAVEL 2L;1;8,59;2000;PT
651;2024-01-02 00:00:00;631871;25362;FREDERICO WESTPHALEN;INTERIOR;2;38923;REFRIG COCA COLA PET RETORNAVEL 2L;1;8,59;2000;PT
652;2024-01-02 00:00:00;631871;25362;FREDERICO WESTPHALEN;INTERIOR;3;38923;REFRIG COCA COLA PET RETORNAVEL 2L;1;8,59;2000;PT
653;2024-01-02 00:00:00;631871;25362;FREDERICO WESTPHALEN;INTERIOR;4;38923;REFRIG COCA COLA PET RETORNAVEL 2L;1;8,59;2000;PT
654;2024-01-02 00:00:00;631871;25362;FREDERICO WESTPHALEN;INTERIOR;5;38923;REFRIG COCA COLA PET RETORNAVEL 2L;1;8,59;2000;PT
655;2024-01-02 00:00:00;631871;25362;FREDERICO WESTPHALEN;INTERIOR;6;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;12;1,08;510;PT
656;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;1;13236;MASSA GERMANI OVOS SPAGHETI 500G;1;4,19;500;PCT
657;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;2;13236;MASSA GERMANI OVOS SPAGHETI 500G;1;4,19;500;PCT
658;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;3;3373;COXA SOBRECOXA FRANGO CONG INT KG;1,398000002;9,99;1000;KG
659;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;4;3373;COXA SOBRECOXA FRANGO CONG INT KG;1,582000017;9,99;1000;KG
660;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;5;16135;ERVA MATE TERERE KARAJAS ICE MENTOL PCT 400G;1;5,98;400;PCT
661;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;6;30549;LEITE AURORA UHT INTEGRAL TAMPA ROSCA 1LT;1;5,29;1000;TP
662;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;7;30549;LEITE AURORA UHT INTEGRAL TAMPA ROSCA 1LT;1;5,29;1000;TP
663;2024-01-02 00:00:00;631948;16093;FREDERICO WESTPHALEN;INTERIOR;8;30549;LEITE AURORA UHT INTEGRAL TAMPA ROSCA 1LT;1;5,29;1000;TP
664;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;1;6797;PAO CACETINHO KG;0,952000022;13,99;1000;KG
665;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;2;9052;BISC RUSCHEL MILHO 400G;1;11,99;400;PCT
666;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;3;45056;NESCAFE ORIGINAL GRANULADO VDO 200G;1;22,99;200;VDO
667;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;4;20323;BISC PINHAL MANTEIGA 350G;1;10,38;350;PCT
668;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;5;20323;BISC PINHAL MANTEIGA 350G;1;10,38;350;PCT
669;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;6;29941;BISC PELEGRINI BOMBOM 330G;1;9,69;330;PCT
670;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;7;29943;BISC PELEGRINI AMANTEIGADO GLACEADO 300G;1;9,59;300;PCT
671;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;8;47507;MASSA FRESCA DI NAPOLI ESPAGUETE 500G;1;10,29;500;PCT
672;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;9;23330;MASSA FRESCA ITALIANY TALHARIM PCT 1KG;1;16,39;500;PCT
673;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;10;525;PAO CASEIRO SOVADO COTRIFRED KG;0,483999997;19,9;1000;KG
674;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;11;32123;SHAMPOO SEDA LISO EXTREMO 325ML;1;12,69;325;FRS
675;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;12;32123;SHAMPOO SEDA LISO EXTREMO 325ML;1;12,69;325;FRS
676;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;13;4950;SHAMPOO SEDA BABOSA+OLEOS 325ML;1;12,69;325;UN
677;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;14;36136;SHAMPOO SEDA BOMBA NUTRICAO 325ML;1;12,69;325;UN
678;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;15;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
679;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;16;61150;SUCO TRINK LARANJA BAHIA 15G;1;0,99;15;UN
680;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;17;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
681;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;18;61152;SUCO TRINK TANGERINA 15G;1;0,99;15;UN
682;2024-01-02 00:00:00;631981;193;FREDERICO WESTPHALEN;INTERIOR;19;61152;SUCO TRINK TANGERINA 15G;1;0,99;15;UN
683;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;1;18059;GELATINA BOM GOSTO MORANGO 20G;1;1,29;20;CX
684;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;2;8017;GELATINA BOM GOSTO ACAI 20G;1;1,35;20;CX
685;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;3;8017;GELATINA BOM GOSTO ACAI 20G;1;1,35;20;CX
686;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;4;21496;GELATINA BOM GOSTO FRAMBOESA 20G;1;1,35;20;CX
687;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;5;21496;GELATINA BOM GOSTO FRAMBOESA 20G;1;1,35;20;CX
688;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;6;21496;GELATINA BOM GOSTO FRAMBOESA 20G;1;1,35;20;CX
689;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;7;21496;GELATINA BOM GOSTO FRAMBOESA 20G;1;1,35;20;CX
690;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;8;21496;GELATINA BOM GOSTO FRAMBOESA 20G;1;1,35;20;CX
691;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;9;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;1;1,08;510;PT
692;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;10;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;1;1,08;510;PT
693;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;11;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;1;1,08;510;PT
694;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;12;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;1;1,08;510;PT
